1910-12-28T12:00:00, mset,-12-29 14:00:36, gib,1911-01-09T01:21:37, ful,Vega,1911-01-15T22:54:35,lit,98.3043,dec,23.2464,ra,126.538 ,ovr:,-20.5 day,152.98
1912-01-16T12:00:00, mset,-01-17 13:57:08, gib,1912-01-28T02:03:19, ful,Vega,1912-02-03T21:42:50,lit,98.5253,dec,17.6293,ra,145.371 ,ovr:,-30.3 day,171.74
1913-01-05T12:00:00, mset,-01-06 14:38:15, gib,1913-01-16T01:16:08, ful,Vega,1913-01-22T22:27:04,lit,99.7316,dec,23.4649,ra,124.212 ,ovr:,-19.0 day,160.49
1913-12-25T12:00:00, mset,-12-26 14:14:41, gib,1914-01-05T01:02:12, ful,Vega,1914-01-11T23:11:18,lit,99.8127,dec,26.5184,ra,104.079 ,ovr:,-7.76 day,149.25
1915-01-12T12:00:00, mset,-01-13 13:23:01, gib,1915-01-24T02:13:31, ful,Vega,1915-01-30T21:57:35,lit,99.9195,dec,20.9536,ra,125.158 ,ovr:,-18.0 day,168.01
1916-01-02T12:00:00, mset,-01-03 13:44:18, gib,1916-01-12T00:43:17, ful,Vega,1916-01-18T22:45:45,lit,98.2204,dec,25.0767,ra,99.0934 ,ovr:,-3.63 day,155.77
1916-12-20T12:00:00, mset,-12-21 12:50:06, gib,1917-01-01T01:11:29, ful,Vega,1917-01-07T23:26:03,lit,99.9002,dec,23.3985,ra,99.7839 ,ovr:,-2.82 day,145.52
1918-01-08T12:00:00, mset,-01-09 12:45:18, gib,1918-01-20T01:41:19, ful,Vega,1918-01-26T22:12:21,lit,99.8903,dec,17.0306,ra,121.393 ,ovr:,-12.8 day,164.28
1918-12-29T12:00:00, mset,-12-30 13:42:06, gib,1919-01-09T00:10:24, ful,Vega,1919-01-15T22:54:36,lit,99.7159,dec,16.1024,ra,119.435 ,ovr:,-10.7 day,153.04
1919-12-18T12:00:00, mset,-12-19 14:02:22, gib,1919-12-31T01:22:07, ful,Vega,1920-01-06T23:32:57,lit,97.9522,dec,15.9211,ra,115.606 ,ovr:,-7.99 day,143.80
1921-01-06T12:00:00, mset,-01-07 15:07:42, gib,1921-01-18T01:41:14, ful,Vega,1921-01-24T22:19:14,lit,98.2237,dec,11.3559,ra,133.677 ,ovr:,-17.7 day,162.56
1921-12-27T12:00:00, mset,-12-28 15:53:23, gib,1922-01-07T01:02:39, ful,Vega,1922-01-13T23:03:28,lit,99.5708,dec,15.8112,ra,113.037 ,ovr:,-6.13 day,151.31
1922-12-16T12:00:00, mset,-12-17 15:36:15, gib,1922-12-27T00:49:17, ful,Vega,1923-01-02T23:47:42,lit,99.7702,dec,16.7645,ra,108.910 ,ovr:,-3.98 day,140.07
1924-01-03T12:00:00, mset,-01-04 14:36:49, gib,1924-01-14T00:30:10, ful,Vega,1924-01-20T22:37:56,lit,98.6685,dec,18.0634,ra,108.995 ,ovr:,-4.95 day,157.83
1924-12-22T12:00:00, mset,-12-23 14:15:08, gib,1925-01-03T01:14:36, ful,Vega,1925-01-09T23:18:14,lit,99.9272,dec,19.2111,ra,103.992 ,ovr:,-2.45 day,147.59
1925-12-12T12:00:00, mset,-12-13 14:44:29, gib,1925-12-23T00:23:46, ful,Vega,1925-12-30T00:02:28,lit,99.9593,dec,20.3667,ra,92.0054 ,ovr:,4.199 day,136.34
1926-12-30T12:00:00, mset,-12-31 13:43:03, gib,1927-01-11T00:47:48, ful,Vega,1927-01-17T22:48:45,lit,99.9839,dec,21.9715,ra,114.394 ,ovr:,-11.3 day,155.10
1927-12-20T12:00:00, mset,-12-21 14:16:32, gib,1928-01-01T00:41:17, ful,Vega,1928-01-07T23:29:03,lit,99.2421,dec,23.6303,ra,112.126 ,ovr:,-10.9 day,144.86
1928-12-09T12:00:00, mset,-12-10 14:48:38, gib,1928-12-21T00:45:39, ful,Vega,1928-12-28T00:09:21,lit,97.7689,dec,25.1585,ra,107.649 ,ovr:,-9.06 day,134.62
1929-12-28T12:00:00, mset,-12-29 14:20:36, gib,1930-01-08T00:13:53, ful,Vega,1930-01-14T22:57:36,lit,99.8468,dec,25.8055,ra,110.657 ,ovr:,-11.4 day,152.38
1930-12-17T12:00:00, mset,-12-18 14:13:02, gib,1930-12-29T01:03:32, ful,Vega,1931-01-04T23:39:52,lit,99.5531,dec,26.7310,ra,105.115 ,ovr:,-8.56 day,142.13
1931-12-07T12:00:00, mset,-12-08 14:35:07, gib,1931-12-18T00:57:42, ful,Vega,1931-12-25T00:24:06,lit,99.8365,dec,27.4714,ra,86.5901 ,ovr:,1.687 day,130.89
1932-12-24T12:00:00, mset,-12-25 13:26:39, gib,1933-01-04T00:54:04, ful,Vega,1933-01-10T23:14:19,lit,99.1191,dec,25.3766,ra,109.748 ,ovr:,-10.5 day,148.65
1933-12-13T12:00:00, mset,-12-14 13:18:50, gib,1933-12-24T00:23:46, ful,Vega,1933-12-30T23:58:33,lit,99.2186,dec,26.7483,ra,83.8860 ,ovr:,3.695 day,137.41
1934-12-31T12:00:00, mset,-01-01 12:20:19, gib,1935-01-12T01:05:49, ful,Vega,1935-01-18T22:44:50,lit,99.5694,dec,23.1275,ra,107.346 ,ovr:,-7.43 day,156.16
1935-12-21T12:00:00, mset,-12-22 13:08:09, gib,1936-01-02T01:03:55, ful,Vega,1936-01-08T23:25:08,lit,99.9319,dec,21.6153,ra,106.080 ,ovr:,-5.54 day,145.92
1936-12-10T12:00:00, mset,-12-11 14:03:15, gib,1936-12-22T00:54:38, ful,Vega,1936-12-29T00:05:27,lit,98.9818,dec,20.4567,ra,102.731 ,ovr:,-2.53 day,135.68
1937-12-29T12:00:00, mset,-12-30 14:20:24, gib,1938-01-10T01:16:38, ful,Vega,1938-01-16T22:51:44,lit,99.0063,dec,15.1325,ra,121.322 ,ovr:,-11.4 day,154.44
1938-12-19T12:00:00, mset,-12-20 15:15:13, gib,1938-12-30T00:25:26, ful,Vega,1939-01-05T23:35:58,lit,99.7996,dec,18.1348,ra,100.039 ,ovr:,0.894 day,143.20
1940-01-06T12:00:00, mset,-01-07 14:44:45, gib,1940-01-18T01:02:07, ful,Vega,1940-01-24T22:22:15,lit,99.7720,dec,14.8146,ra,118.719 ,ovr:,-9.41 day,161.95
1940-12-26T12:00:00, mset,-12-27 15:14:28, gib,1941-01-06T00:49:47, ful,Vega,1941-01-12T23:06:29,lit,99.5030,dec,15.7045,ra,115.228 ,ovr:,-7.58 day,150.71
1941-12-15T12:00:00, mset,-12-16 14:50:02, gib,1941-12-26T00:35:33, ful,Vega,1942-01-01T23:50:43,lit,99.3787,dec,17.6734,ra,88.4835 ,ovr:,8.386 day,139.47
1943-01-02T12:00:00, mset,-01-03 13:49:15, gib,1943-01-14T01:10:49, ful,Vega,1943-01-20T22:37:01,lit,99.7195,dec,18.0741,ra,111.313 ,ovr:,-6.53 day,158.23
1943-12-23T12:00:00, mset,-12-24 14:20:08, gib,1944-01-03T00:16:17, ful,Vega,1944-01-09T23:21:15,lit,99.7704,dec,19.7562,ra,99.2493 ,ovr:,0.200 day,146.99
1945-01-09T12:00:00, mset,-01-10 13:22:51, gib,1945-01-22T01:55:58, ful,Vega,1945-01-28T22:03:36,lit,99.4938,dec,18.3786,ra,134.511 ,ovr:,-23.0 day,166.74
1945-12-31T12:00:00, mset,-01-01 14:28:49, gib,1946-01-11T00:30:51, ful,Vega,1946-01-17T22:47:50,lit,99.7884,dec,22.2179,ra,118.447 ,ovr:,-14.2 day,155.50
1946-12-20T12:00:00, mset,-12-21 14:30:60, gib,1947-01-01T00:37:39, ful,Vega,1947-01-07T23:28:08,lit,98.9409,dec,24.0206,ra,113.550 ,ovr:,-12.1 day,145.26
1948-01-08T12:00:00, mset,-01-09 14:10:32, gib,1948-01-19T00:08:47, ful,Vega,1948-01-25T22:18:21,lit,99.6774,dec,24.7648,ra,116.499 ,ovr:,-14.6 day,163.02
1948-12-27T12:00:00, mset,-12-28 13:54:38, gib,1949-01-08T01:01:00, ful,Vega,1949-01-14T22:56:41,lit,99.8357,dec,25.9484,ra,111.467 ,ovr:,-12.0 day,152.77
1949-12-17T12:00:00, mset,-12-18 14:12:33, gib,1949-12-28T00:56:07, ful,Vega,1950-01-03T23:42:53,lit,99.7184,dec,26.4677,ra,108.376 ,ovr:,-10.4 day,141.53
1951-01-04T12:00:00, mset,-01-05 13:02:11, gib,1951-01-16T02:05:32, ful,Vega,1951-01-22T22:29:10,lit,99.8496,dec,24.5359,ra,117.183 ,ovr:,-14.9 day,160.29
1951-12-25T12:00:00, mset,-12-26 13:24:55, gib,1952-01-05T01:35:30, ful,Vega,1952-01-11T23:13:24,lit,99.8820,dec,25.7583,ra,104.867 ,ovr:,-7.71 day,149.05
1952-12-13T12:00:00, mset,-12-14 13:26:06, gib,1952-12-24T00:27:53, ful,Vega,1952-12-30T23:57:38,lit,99.9022,dec,26.0251,ra,91.4510 ,ovr:,0.148 day,137.81
1953-12-31T12:00:00, mset,-01-01 12:41:01, gib,1954-01-12T00:55:34, ful,Vega,1954-01-18T22:43:55,lit,99.9763,dec,21.1930,ra,112.974 ,ovr:,-9.82 day,156.56
1954-12-21T12:00:00, mset,-12-22 13:37:08, gib,1955-01-02T00:46:46, ful,Vega,1955-01-08T23:24:13,lit,99.6702,dec,20.2938,ra,108.940 ,ovr:,-6.49 day,146.32
1955-12-11T12:00:00, mset,-12-12 14:33:48, gib,1955-12-23T00:57:22, ful,Vega,1955-12-30T00:04:32,lit,98.7766,dec,19.7049,ra,103.289 ,ovr:,-2.35 day,136.08
1956-12-29T12:00:00, mset,-12-30 14:56:31, gib,1957-01-10T01:32:31, ful,Vega,1957-01-16T22:50:49,lit,98.9933,dec,14.8236,ra,121.174 ,ovr:,-11.1 day,154.84
1957-12-19T12:00:00, mset,-12-20 15:39:21, gib,1957-12-30T01:10:26, ful,Vega,1958-01-05T23:35:03,lit,99.7603,dec,17.6546,ra,101.388 ,ovr:,0.374 day,143.59
1959-01-06T12:00:00, mset,-01-07 14:53:42, gib,1959-01-17T00:50:28, ful,Vega,1959-01-23T22:25:16,lit,98.9338,dec,16.4794,ra,108.179 ,ovr:,-3.28 day,161.35
1959-12-26T12:00:00, mset,-12-27 14:22:26, gib,1960-01-06T00:34:10, ful,Vega,1960-01-12T23:09:30,lit,98.8169,dec,17.5196,ra,95.7593 ,ovr:,4.070 day,150.11
1961-01-12T12:00:00, mset,-01-13 13:24:35, gib,1961-01-24T01:06:30, ful,Vega,1961-01-30T21:55:48,lit,99.2927,dec,16.6302,ra,118.521 ,ovr:,-10.5 day,168.87
1962-01-02T12:00:00, mset,-01-03 13:57:19, gib,1962-01-13T00:08:21, ful,Vega,1962-01-19T22:40:02,lit,99.3312,dec,18.9160,ra,112.217 ,ovr:,-7.73 day,157.63
1962-12-22T12:00:00, mset,-12-23 14:06:32, gib,1963-01-04T01:19:05, ful,Vega,1963-01-10T23:16:24,lit,98.7789,dec,19.6173,ra,118.499 ,ovr:,-12.5 day,148.38
1964-01-11T12:00:00, mset,-01-12 14:17:17, gib,1964-01-22T00:20:40, ful,Vega,1964-01-28T22:06:37,lit,99.9727,dec,20.0110,ra,131.251 ,ovr:,-21.7 day,166.14
1964-12-30T12:00:00, mset,-12-31 14:15:48, gib,1965-01-11T00:30:12, ful,Vega,1965-01-17T22:46:55,lit,99.6759,dec,22.6646,ra,119.296 ,ovr:,-15.1 day,155.90
1965-12-20T12:00:00, mset,-12-21 14:43:06, gib,1966-01-01T01:07:25, ful,Vega,1966-01-07T23:27:13,lit,98.9825,dec,24.5035,ra,113.405 ,ovr:,-12.3 day,145.66
1967-01-08T12:00:00, mset,-01-09 14:27:18, gib,1967-01-19T00:58:44, ful,Vega,1967-01-25T22:17:26,lit,99.7061,dec,24.2359,ra,124.742 ,ovr:,-19.9 day,163.41
1967-12-28T12:00:00, mset,-12-29 13:52:05, gib,1968-01-08T00:54:27, ful,Vega,1968-01-14T23:01:41,lit,99.3155,dec,27.0040,ra,101.348 ,ovr:,-6.42 day,152.17
1968-12-16T12:00:00, mset,-12-17 13:34:01, gib,1968-12-27T00:37:15, ful,Vega,1969-01-02T23:45:54,lit,99.2884,dec,27.5178,ra,88.4459 ,ovr:,0.651 day,140.93
1970-01-03T12:00:00, mset,-01-04 12:23:17, gib,1970-01-15T01:30:57, ful,Vega,1970-01-21T22:32:11,lit,99.6190,dec,25.1019,ra,112.601 ,ovr:,-12.2 day,159.69
1970-12-24T12:00:00, mset,-12-25 12:59:06, gib,1971-01-04T00:18:21, ful,Vega,1971-01-10T23:16:25,lit,99.5990,dec,23.8781,ra,112.476 ,ovr:,-11.3 day,148.45
1971-12-13T12:00:00, mset,-12-14 13:18:02, gib,1971-12-26T01:34:31, ful,Vega,1972-01-01T23:52:47,lit,98.3340,dec,22.6863,ra,110.557 ,ovr:,-9.23 day,139.20
1973-01-01T12:00:00, mset,-01-02 13:58:44, gib,1973-01-13T02:01:43, ful,Vega,1973-01-19T22:39:05,lit,98.3348,dec,15.6130,ra,129.569 ,ovr:,-17.6 day,157.96
1973-12-22T12:00:00, mset,-12-23 14:57:43, gib,1974-01-02T00:53:16, ful,Vega,1974-01-08T23:23:19,lit,99.5982,dec,19.5936,ra,109.041 ,ovr:,-6.06 day,146.72
1974-12-11T12:00:00, mset,-12-12 14:59:54, gib,1974-12-22T00:24:25, ful,Vega,1974-12-29T00:07:33,lit,99.9111,dec,20.9241,ra,87.6892 ,ovr:,6.287 day,135.48
1975-12-29T12:00:00, mset,-12-30 14:22:23, gib,1976-01-09T00:07:45, ful,Vega,1976-01-15T22:57:46,lit,97.9592,dec,18.7743,ra,99.8749 ,ovr:,0.527 day,153.23
1976-12-17T12:00:00, mset,-12-18 14:03:09, gib,1976-12-29T01:00:16, ful,Vega,1977-01-04T23:38:04,lit,99.5294,dec,16.9048,ra,105.981 ,ovr:,-2.10 day,142.99
1977-12-07T12:00:00, mset,-12-08 14:36:30, gib,1977-12-18T00:32:06, ful,Vega,1977-12-25T00:22:19,lit,99.5360,dec,17.6682,ra,81.3266 ,ovr:,12.47 day,131.75
1978-12-25T12:00:00, mset,-12-26 13:46:40, gib,1979-01-06T00:55:52, ful,Vega,1979-01-12T23:08:35,lit,99.7276,dec,16.2197,ra,116.317 ,ovr:,-8.69 day,150.51
1979-12-15T12:00:00, mset,-12-16 14:30:22, gib,1979-12-27T00:55:31, ful,Vega,1980-01-02T23:48:54,lit,99.4682,dec,18.1692,ra,103.678 ,ovr:,-1.49 day,140.27
1980-12-04T12:00:00, mset,-12-05 15:14:38, gib,1980-12-16T00:45:29, ful,Vega,1980-12-23T00:29:12,lit,97.8321,dec,19.4346,ra,101.503 ,ovr:,-1.00 day,130.02
1981-12-23T12:00:00, mset,-12-24 14:54:16, gib,1982-01-04T01:05:45, ful,Vega,1982-01-10T23:15:29,lit,98.0446,dec,19.9385,ra,121.567 ,ovr:,-14.8 day,148.78
1982-12-13T12:00:00, mset,-12-14 15:27:40, gib,1982-12-24T00:12:49, ful,Vega,1982-12-30T23:59:44,lit,99.5659,dec,22.5705,ra,99.7623 ,ovr:,-2.20 day,137.54
1983-12-02T12:00:00, mset,-12-03 15:25:04, gib,1983-12-12T23:52:57, ful,Vega,1983-12-20T00:41:59,lit,99.9923,dec,22.4056,ra,78.7175 ,ovr:,9.934 day,126.30
1984-12-19T12:00:00, mset,-12-20 14:12:07, gib,1984-12-31T00:54:32, ful,Vega,1985-01-06T23:30:15,lit,99.8969,dec,25.6481,ra,100.009 ,ovr:,-4.61 day,145.06
1985-12-09T12:00:00, mset,-12-10 14:27:02, gib,1985-12-20T00:47:04, ful,Vega,1985-12-27T00:14:29,lit,99.8037,dec,26.2582,ra,85.3457 ,ovr:,3.323 day,133.81
1986-12-27T12:00:00, mset,-12-28 13:09:08, gib,1987-01-07T00:32:27, ful,Vega,1987-01-13T23:04:41,lit,98.6850,dec,27.3596,ra,96.3460 ,ovr:,-3.69 day,151.57
1987-12-16T12:00:00, mset,-12-17 13:11:20, gib,1987-12-28T00:56:40, ful,Vega,1988-01-03T23:45:00,lit,99.8445,dec,27.3378,ra,96.9916 ,ovr:,-4.05 day,141.33
1988-12-05T12:00:00, mset,-12-06 13:45:28, gib,1988-12-17T00:55:48, ful,Vega,1988-12-24T00:25:18,lit,99.1825,dec,26.8531,ra,95.9895 ,ovr:,-3.10 day,131.09
1989-12-24T12:00:00, mset,-12-25 13:20:50, gib,1990-01-05T01:25:21, ful,Vega,1990-01-11T23:11:35,lit,99.2174,dec,20.6943,ra,124.227 ,ovr:,-17.2 day,149.84
1990-12-14T12:00:00, mset,-12-15 14:13:02, gib,1990-12-25T00:07:57, ful,Vega,1990-12-31T23:55:49,lit,99.9134,dec,21.5216,ra,112.518 ,ovr:,-9.74 day,138.60
1991-12-03T12:00:00, mset,-12-04 14:27:34, gib,1991-12-15T00:41:08, ful,Vega,1991-12-22T00:36:07,lit,99.4694,dec,22.8851,ra,98.8296 ,ovr:,-1.85 day,128.36
1992-12-21T12:00:00, mset,-12-22 14:36:04, gib,1993-01-02T01:31:32, ful,Vega,1993-01-08T23:22:24,lit,99.6028,dec,18.9807,ra,109.107 ,ovr:,-5.67 day,147.12
1993-12-11T12:00:00, mset,-12-12 15:13:44, gib,1993-12-21T00:15:06, ful,Vega,1993-12-28T00:10:34,lit,98.9428,dec,20.6675,ra,77.7388 ,ovr:,11.88 day,134.88
1994-12-28T12:00:00, mset,-12-29 13:31:59, gib,1995-01-09T01:00:40, ful,Vega,1995-01-15T22:56:51,lit,99.0443,dec,18.0176,ra,100.195 ,ovr:,0.879 day,153.63
1995-12-18T12:00:00, mset,-12-19 14:05:23, gib,1995-12-29T00:28:51, ful,Vega,1996-01-04T23:41:05,lit,99.1013,dec,18.0458,ra,88.6643 ,ovr:,7.988 day,142.39
1997-01-04T12:00:00, mset,-01-05 13:19:12, gib,1997-01-16T00:50:28, ful,Vega,1997-01-22T22:27:23,lit,99.3948,dec,16.3755,ra,111.103 ,ovr:,-5.19 day,161.15
1997-12-25T12:00:00, mset,-12-26 14:05:19, gib,1998-01-06T00:47:18, ful,Vega,1998-01-12T23:07:41,lit,99.7934,dec,17.1561,ra,110.406 ,ovr:,-5.27 day,150.91
1998-12-15T12:00:00, mset,-12-16 14:51:49, gib,1998-12-27T00:37:05, ful,Vega,1999-01-02T23:47:59,lit,98.8695,dec,18.4547,ra,107.675 ,ovr:,-4.34 day,140.66
2000-01-03T12:00:00, mset,-01-04 14:39:58, gib,2000-01-15T00:57:01, ful,Vega,2000-01-21T22:34:16,lit,99.1126,dec,18.1963,ra,127.259 ,ovr:,-17.7 day,159.42
2000-12-23T12:00:00, mset,-12-24 15:13:50, gib,2001-01-03T00:08:46, ful,Vega,2001-01-09T23:18:30,lit,99.9706,dec,21.7620,ra,113.501 ,ovr:,-10.5 day,148.18
2001-12-12T12:00:00, mset,-12-13 15:04:51, gib,2001-12-22T23:52:01, ful,Vega,2001-12-30T00:02:45,lit,99.7417,dec,23.4544,ra,92.7153 ,ovr:,1.402 day,136.94
2002-12-30T12:00:00, mset,-12-31 13:51:57, gib,2003-01-11T00:52:37, ful,Vega,2003-01-17T22:49:02,lit,99.6568,dec,24.7567,ra,106.960 ,ovr:,-8.33 day,155.70
2003-12-20T12:00:00, mset,-12-21 14:04:10, gib,2003-12-31T00:43:57, ful,Vega,2004-01-06T23:33:15,lit,99.4888,dec,26.0474,ra,93.0631 ,ovr:,-0.79 day,144.45
2004-12-08T12:00:00, mset,-12-09 13:58:30, gib,2004-12-19T00:07:24, ful,Vega,2004-12-26T00:17:30,lit,99.5330,dec,27.0213,ra,94.0417 ,ovr:,-2.10 day,133.21
2005-12-26T12:00:00, mset,-12-27 12:45:42, gib,2006-01-07T00:48:08, ful,Vega,2006-01-13T23:03:46,lit,99.6681,dec,26.8833,ra,104.624 ,ovr:,-8.36 day,151.97
2006-12-16T12:00:00, mset,-12-17 13:19:45, gib,2006-12-28T00:45:13, ful,Vega,2007-01-03T23:44:05,lit,99.6748,dec,24.2306,ra,117.438 ,ovr:,-14.9 day,141.73
2007-12-06T12:00:00, mset,-12-07 13:59:33, gib,2007-12-18T00:41:44, ful,Vega,2007-12-25T00:24:23,lit,98.5878,dec,23.5350,ra,114.947 ,ovr:,-12.7 day,131.48
2008-12-24T12:00:00, mset,-12-25 13:51:50, gib,2009-01-05T01:20:32, ful,Vega,2009-01-11T23:10:40,lit,98.9142,dec,21.0800,ra,118.440 ,ovr:,-13.4 day,150.24
2009-12-14T12:00:00, mset,-12-15 14:43:10, gib,2009-12-25T00:38:14, ful,Vega,2009-12-31T23:54:54,lit,99.9373,dec,20.9221,ra,112.158 ,ovr:,-9.08 day,139.00
2010-12-03T12:00:00, mset,-12-04 14:41:22, gib,2010-12-14T00:25:59, ful,Vega,2010-12-21T00:39:08,lit,99.8687,dec,22.6141,ra,91.4336 ,ovr:,2.801 day,127.76
2011-12-21T12:00:00, mset,-12-22 13:53:05, gib,2012-01-02T01:20:45, ful,Vega,2012-01-08T23:25:25,lit,99.8121,dec,20.2212,ra,98.3766 ,ovr:,0.405 day,146.52
2012-12-10T12:00:00, mset,-12-11 14:24:39, gib,2012-12-21T01:02:11, ful,Vega,2012-12-28T00:09:39,lit,99.7381,dec,19.9028,ra,85.6002 ,ovr:,8.286 day,135.27
2013-12-28T12:00:00, mset,-12-29 13:35:28, gib,2014-01-08T00:25:12, ful,Vega,2014-01-14T22:57:55,lit,98.4462,dec,16.7215,ra,108.288 ,ovr:,-3.52 day,153.03
2014-12-17T12:00:00, mset,-12-18 13:43:41, gib,2014-12-29T00:29:56, ful,Vega,2015-01-04T23:40:11,lit,99.7283,dec,17.5373,ra,95.8434 ,ovr:,4.003 day,142.79
2016-01-05T12:00:00, mset,-01-06 13:42:01, gib,2016-01-18T01:53:32, ful,Vega,2016-01-24T22:22:32,lit,99.0319,dec,13.7912,ra,130.165 ,ovr:,-16.8 day,162.55
2016-12-26T12:00:00, mset,-12-27 15:07:25, gib,2017-01-06T00:29:05, ful,Vega,2017-01-12T23:06:46,lit,99.5605,dec,17.2808,ra,113.653 ,ovr:,-7.58 day,151.31
2017-12-15T12:00:00, mset,-12-16 15:13:52, gib,2017-12-27T00:37:47, ful,Vega,2018-01-02T23:47:04,lit,98.6887,dec,18.9455,ra,108.526 ,ovr:,-5.26 day,141.06
2019-01-03T12:00:00, mset,-01-04 15:02:04, gib,2019-01-15T01:14:19, ful,Vega,2019-01-21T22:33:22,lit,99.1204,dec,18.8421,ra,127.295 ,ovr:,-18.1 day,159.82
2019-12-24T12:00:00, mset,-12-25 15:26:03, gib,2020-01-04T00:56:57, ful,Vega,2020-01-10T23:17:36,lit,99.9511,dec,22.2719,ra,106.828 ,ovr:,-6.49 day,148.58
2020-12-12T12:00:00, mset,-12-13 15:01:31, gib,2020-12-23T00:51:11, ful,Vega,2020-12-30T00:01:49,lit,99.9697,dec,23.9788,ra,104.385 ,ovr:,-6.13 day,137.34
2021-12-30T12:00:00, mset,-12-31 13:42:54, gib,2022-01-10T00:40:18, ful,Vega,2022-01-16T22:52:03,lit,98.9449,dec,25.4551,ra,100.777 ,ovr:,-4.94 day,155.09
2022-12-19T12:00:00, mset,-12-20 13:33:31, gib,2022-12-31T01:17:31, ful,Vega,2023-01-06T23:32:21,lit,99.8646,dec,26.4703,ra,101.844 ,ovr:,-6.34 day,144.85
2023-12-09T12:00:00, mset,-12-10 14:00:34, gib,2023-12-20T00:04:48, ful,Vega,2023-12-27T00:16:35,lit,99.8517,dec,27.0947,ra,87.7115 ,ovr:,1.385 day,133.61
2024-12-26T12:00:00, mset,-12-27 12:56:04, gib,2025-01-07T00:34:37, ful,Vega,2025-01-13T23:00:54,lit,99.8640,dec,26.0632,ra,109.956 ,ovr:,-11.1 day,152.37
2025-12-16T12:00:00, mset,-12-17 13:35:33, gib,2025-12-28T00:32:39, ful,Vega,2026-01-03T23:43:10,lit,99.4159,dec,25.9350,ra,105.505 ,ovr:,-8.24 day,142.13
2026-12-06T12:00:00, mset,-12-07 14:17:29, gib,2026-12-18T00:54:58, ful,Vega,2026-12-25T00:23:28,lit,98.5141,dec,25.6335,ra,99.4772 ,ovr:,-4.28 day,131.88
2027-12-25T12:00:00, mset,-12-26 14:23:08, gib,2028-01-06T01:49:18, ful,Vega,2028-01-12T23:09:45,lit,98.9869,dec,20.5175,ra,118.030 ,ovr:,-12.8 day,150.64
2028-12-14T12:00:00, mset,-12-15 15:05:14, gib,2028-12-24T00:25:16, ful,Vega,2028-12-30T23:57:55,lit,99.4020,dec,24.1587,ra,83.5018 ,ovr:,6.002 day,138.40
2029-12-31T12:00:00, mset,-01-01 13:23:33, gib,2030-01-12T01:22:11, ful,Vega,2030-01-18T22:44:12,lit,99.4281,dec,20.0698,ra,105.428 ,ovr:,-4.01 day,157.16
2030-12-21T12:00:00, mset,-12-22 13:53:27, gib,2031-01-01T01:00:36, ful,Vega,2031-01-07T23:28:26,lit,99.3684,dec,18.6026,ra,105.518 ,ovr:,-3.01 day,145.91
2031-12-10T12:00:00, mset,-12-11 13:52:34, gib,2031-12-22T01:21:26, ful,Vega,2031-12-29T00:08:44,lit,99.7739,dec,18.8617,ra,93.7639 ,ovr:,4.289 day,135.67
